payment_id,payment_type,payment_amount,payment_date
5166,cash,1300,2013-01-31
5167,cash,700,2018-02-28
5168,cash,1200,2019-09-27
5169,cash,1000,2019-10-11
5170,cash,1100,2014-10-10
5171,cash,2400,2019-01-27
5172,cash,2400,2011-09-19
5173,cash,2400,2012-08-09
5174,cash,1600,2018-06-01
5175,cash,2500,2018-07-31
5176,cash,2000,2012-05-14
5177,cash,1900,2019-08-06
5178,cash,600,2018-06-01
5179,cash,1300,2017-03-03
5180,cash,800,2015-11-27
5181,cash,1300,2018-01-02
5182,cash,1600,2018-09-06
5183,cash,1800,2016-08-29
5184,cash,1800,2012-06-16
5185,cash,300,2019-07-23
5186,cash,1500,2017-10-12
5187,cash,800,2019-12-28
5188,cash,300,2019-02-01
5189,cash,1500,2019-12-14
5190,cash,1900,2018-03-14
5191,cash,2500,2017-01-16
5192,cash,400,2018-09-04
5193,cash,500,2019-09-30
5194,cash,2000,2019-04-16
5195,cash,1700,2019-01-11
5196,cash,400,2013-05-13
5197,cash,1500,2019-12-14
5198,cash,1000,2017-04-26
5199,cash,600,2019-02-06
5200,cash,1600,2018-02-06
5201,cash,1000,2011-03-16
5202,cash,1000,2015-03-24
5203,cash,600,2014-11-16
5204,cash,2300,2019-11-25
5205,cash,2200,2018-05-19
5206,cash,1800,2019-09-16
5207,cash,600,2019-07-06
5208,cash,1800,2019-03-10
5209,cash,1700,2018-01-23
5210,cash,900,2017-05-01
5211,cash,2300,2011-12-18
5212,cash,600,2017-04-25
5213,cash,1900,2018-03-06
5214,cash,1900,2012-03-20
5215,cash,1100,2019-08-31
5216,cash,1500,2017-01-27
5217,cash,2100,2019-11-17
5218,cash,2500,2018-12-09
5219,cash,400,2015-10-09
5220,cash,2500,2019-12-04
5221,cash,500,2019-03-25
5222,cash,700,2019-03-15
5223,cash,600,2015-09-24
5224,cash,1200,2012-01-30
5225,cash,1400,2019-08-08
5226,cash,500,2015-02-11
5227,cash,800,2018-12-30
5228,cash,800,2016-05-22
5229,cash,500,2014-01-20
5230,cash,2200,2018-10-18
5231,cash,600,2017-10-07
5232,cash,2300,2017-12-14
5233,cash,1700,2019-02-14
5234,cash,1700,2011-05-11
5235,cash,1800,2016-09-15
5236,cash,1000,2019-10-03
5237,cash,1700,2019-11-29
5238,cash,800,2019-12-03
5239,cash,400,2019-03-28
5240,cash,1600,2019-01-04
5241,cash,1800,2018-01-16
5242,cash,500,2018-01-11
5243,cash,600,2018-12-15
5244,cash,2200,2019-03-24
5245,cash,500,2018-10-19
5246,cash,2500,2018-05-16
5247,cash,800,2019-03-05
5248,cash,1400,2019-11-25
5249,cash,1500,2019-07-30
5250,cash,2000,2016-11-22
5251,cash,700,2018-03-08
5252,cash,1500,2018-04-06
5253,cash,2000,2019-05-05
5254,cash,2200,2018-10-23
5255,cash,600,2015-09-19
5256,cash,1300,2019-04-04
5257,cash,2200,2019-07-02
5258,cash,900,2016-05-19
5259,cash,1500,2019-01-26
5260,cash,2200,2014-08-21
5261,cash,900,2017-09-28
5262,cash,1900,2019-06-23
5263,cash,1500,2010-12-02
5264,cash,300,2019-05-09
5265,cash,2100,2010-10-28
5266,cash,1000,2014-02-07
5267,cash,2400,2019-02-13
5268,cash,400,2018-02-08
5269,cash,900,2018-04-26
5270,cash,2000,2019-12-18
5271,cash,1600,2015-05-11
5272,cash,1800,2019-09-09
5273,cash,1900,2018-06-05
5274,cash,2300,2015-05-22
5275,cash,1000,2017-12-16
5276,cash,300,2019-12-23
5277,cash,400,2018-01-22
5278,cash,2400,2016-12-30
5279,cash,1500,2019-04-22
5280,cash,2200,2018-02-18
5281,cash,800,2019-09-26
5282,cash,400,2018-02-03
5283,cash,1500,2019-01-02
5284,cash,1000,2015-08-06
5285,cash,1000,2014-02-07
5286,cash,2200,2016-10-08
5287,cash,900,2018-10-01
5288,cash,1100,2015-10-27
5289,cash,900,2014-12-01
5290,cash,300,2018-09-25
5291,cash,1100,2019-06-21
5292,cash,400,2017-06-13
5293,cash,1300,2018-10-26
5294,cash,800,2019-11-05
5295,cash,300,2019-09-28
5296,cash,500,2017-12-26
5297,cash,900,2016-07-18
5298,cash,800,2011-05-13
5299,cash,400,2019-09-06
5300,cash,400,2018-05-28
5301,cash,300,2018-02-06
5302,cash,1500,2018-03-06
5303,cash,2000,2019-10-11
5304,cash,1900,2019-02-10
5305,cash,1900,2019-07-23
5306,cash,1600,2017-12-15
5307,cash,600,2015-09-06
5308,cash,1200,2011-11-02
5309,cash,1800,2011-05-22
5310,cash,1600,2019-09-27
5311,cash,900,2018-10-17
5312,cash,2100,2018-04-10
5313,cash,500,2019-05-22
5314,cash,400,2015-06-07
5315,cash,1100,2019-02-09
5316,cash,1900,2019-02-18
5317,cash,300,2018-02-21
5318,cash,1600,2017-06-22
5319,cash,2400,2019-12-25
5320,cash,1900,2017-10-30
5321,cash,1800,2017-07-15
5322,cash,1400,2014-12-20
5323,cash,1700,2018-05-04
5324,cash,400,2019-11-17
5325,cash,1000,2018-01-08
5326,cash,2500,2019-10-08
5327,cash,2200,2014-02-04
5328,cash,900,2015-05-22
5329,cash,300,2018-02-19
5330,cash,700,2015-02-13
5331,cash,1600,2017-11-11
5332,cash,2100,2012-08-30
5333,cash,2100,2018-02-19
5334,cash,800,2019-08-13
5335,cash,1900,2017-11-12
5336,cash,600,2018-11-14
5337,cash,1000,2011-09-01
5338,cash,700,2019-11-15
5339,cash,1600,2018-05-27
5340,cash,1400,2015-05-25
5341,cash,1200,2014-12-11
5342,cash,1100,2019-06-14
5343,cash,400,2019-11-14
5344,cash,2500,2018-12-05
5345,cash,1800,2016-09-01
5346,cash,1300,2019-04-11
5347,cash,1200,2017-01-16
5348,cash,1600,2015-01-01
5349,cash,400,2018-09-28
5350,cash,600,2015-03-06
5351,cash,1600,2018-09-25
5352,cash,1500,2016-12-16
5353,cash,1300,2019-02-03
5354,cash,2100,2017-07-27
5355,cash,1800,2017-11-07
5356,cash,2100,2016-05-14
5357,cash,1200,2018-03-26
5358,cash,1900,2017-04-18
5359,cash,800,2019-09-25
5360,cash,800,2011-01-02
5361,cash,2000,2018-05-06
5362,cash,600,2019-12-20
5363,cash,1900,2018-02-08
5364,cash,2200,2019-08-30
5365,cash,2100,2019-05-19
5366,cash,1000,2017-12-27
5367,cash,1400,2015-08-02
5368,cash,1500,2018-01-17
5369,cash,2400,2017-08-23
5370,cash,600,2019-03-31
5371,cash,300,2017-03-19
5372,cash,1300,2018-02-03
5373,cash,1600,2018-07-19
5374,cash,2100,2019-12-23
5375,cash,1300,2013-12-03
5376,cash,2100,2017-09-21
5377,cash,1100,2018-10-28
5378,cash,700,2012-12-13
5379,cash,2400,2019-11-10
5380,cash,1000,2018-01-23
5381,cash,1400,2014-04-15
5382,cash,1500,2011-10-22
5383,cash,700,2012-07-02
5384,cash,1200,2018-09-12
5385,cash,1400,2015-11-18
5386,cash,1800,2019-01-26
5387,cash,1700,2017-05-11
5388,cash,2500,2019-01-05
5389,cash,900,2018-02-08
5390,cash,300,2014-11-12
5391,cash,600,2012-07-03
5392,cash,2200,2019-12-22
5393,cash,500,2017-02-19
5394,cash,800,2018-12-21
5395,cash,600,2015-09-10
5396,cash,2400,2017-07-31
5397,cash,1600,2014-08-05
5398,cash,400,2017-01-26
5399,cash,1700,2011-11-27
5400,cash,1700,2019-12-20
5401,cash,2100,2018-05-22
5402,cash,600,2018-09-27
5403,cash,1500,2014-02-14
5404,cash,1500,2019-12-15
5405,cash,2200,2019-04-23
5406,cash,1200,2018-02-26
5407,cash,1600,2019-04-23
5408,cash,900,2019-08-26
5409,cash,2300,2019-10-21
5410,cash,500,2019-04-20
5411,cash,2300,2019-05-24
5412,cash,700,2014-07-30
5413,cash,1000,2014-03-07
5414,cash,1800,2017-01-24
5415,cash,1500,2014-10-20
5416,cash,300,2018-06-27
5417,cash,2500,2019-01-02
5418,cash,1500,2019-09-26
5419,cash,2300,2017-02-12
5420,cash,1300,2019-04-14
5421,cash,1300,2015-07-09
5422,cash,1600,2019-04-27
5423,cash,1300,2019-08-10
5424,cash,1900,2017-10-10
5425,cash,2500,2019-09-26
5426,cash,2100,2017-10-25
5427,cash,2400,2018-07-16
5428,cash,900,2014-05-18
5429,cash,800,2018-05-07
5430,cash,1600,2013-01-08
5431,cash,2000,2017-01-18
5432,cash,1700,2017-08-19
5433,cash,1800,2018-01-28
5434,cash,2100,2013-01-15
5435,cash,900,2018-02-18
5436,cash,2000,2016-08-22
5437,cash,1400,2019-06-19
5438,cash,2200,2019-07-24
5439,cash,700,2018-07-24
5440,cash,1800,2018-07-03
5441,cash,2000,2015-02-12
5442,cash,500,2013-09-28
5443,cash,2300,2016-09-11
5444,cash,500,2018-09-15
5445,cash,900,2019-04-27
5446,cash,1600,2016-04-14
5447,cash,1100,2019-10-25
5448,cash,700,2017-05-07
5449,cash,900,2019-12-20
5450,cash,2200,2019-03-19
5451,cash,1400,2014-08-07
5452,cash,1100,2018-12-16
5453,cash,600,2015-05-02
5454,cash,1300,2019-10-05
5455,cash,2000,2019-08-20
5456,cash,900,2018-01-29
5457,cash,2300,2015-11-11
5458,cash,1100,2016-02-11
5459,cash,2500,2016-07-07
5460,cash,1500,2015-03-09
5461,cash,600,2018-09-16
5462,cash,400,2016-11-29
5463,cash,2300,2014-11-29
5464,cash,2500,2015-03-23
5465,cash,900,2018-12-11
5466,cash,2000,2019-12-20
5467,cash,2100,2016-06-20
5468,cash,1300,2014-06-01
5469,cash,400,2013-05-24
5470,cash,500,2017-06-29
5471,cash,2300,2019-03-07
5472,cash,900,2012-10-13
5473,cash,1400,2018-10-16
5474,cash,1000,2012-04-05
5475,cash,2300,2019-12-23
5476,cash,500,2019-07-23
5477,cash,900,2016-07-27
5478,cash,2100,2016-03-20
5479,cash,1700,2019-07-18
5480,cash,700,2014-02-19
5481,cash,1600,2019-05-02
5482,cash,2300,2018-11-25
5483,cash,2500,2017-10-29
5484,cash,1000,2017-06-18
5485,cash,900,2017-12-25
5486,cash,800,2019-07-11
5487,cash,1200,2018-11-04
5488,cash,1000,2019-04-14
5489,cash,900,2016-10-14
5490,cash,800,2019-11-04
5491,cash,1000,2015-10-04
5492,cash,900,2019-07-27
5493,cash,1600,2019-11-14
5494,cash,1600,2015-11-02
5495,cash,1000,2019-11-16
5496,cash,1100,2019-10-28
5497,cash,2400,2018-06-26
5498,cash,2500,2014-09-12
5499,cash,1500,2018-10-18
5500,cash,1200,2018-03-18
5501,cash,2000,2017-06-13
5502,cash,300,2016-10-11
5503,cash,1100,2015-01-05
5504,cash,1700,2014-08-28
5505,cash,1000,2010-07-08
5506,cash,2200,2014-04-28
5507,cash,2200,2016-04-08
5508,cash,2000,2019-12-04
5509,cash,500,2017-05-16
5510,cash,1100,2019-09-26
5511,cash,1900,2015-12-27
5512,cash,500,2019-04-21
5513,cash,2200,2019-09-10
5514,cash,300,2019-08-05
5515,cash,1200,2018-10-28
5516,cash,2300,2014-01-25
5517,cash,2200,2018-04-16
5518,cash,400,2019-01-27
5519,cash,700,2016-12-04
5520,cash,1200,2016-06-27
5521,cash,1500,2017-05-29
5522,cash,1700,2013-08-26
5523,cash,2000,2011-09-05
5524,cash,1900,2017-11-11
5525,cash,400,2015-08-24
5526,cash,2200,2011-09-07
5527,cash,1400,2017-07-29
5528,cash,1600,2019-08-01
5529,cash,2100,2019-09-25
5530,cash,900,2019-01-14
5531,cash,2400,2018-05-02
5532,cash,1700,2019-02-27
5533,cash,1800,2018-11-05
5534,cash,1700,2018-07-11
5535,cash,1600,2018-01-18
5536,cash,1300,2014-04-30
5537,cash,800,2019-12-20
5538,cash,500,2016-01-31
5539,cash,400,2019-01-16
5540,cash,1600,2019-03-29
5541,cash,1100,2012-04-26
5542,cash,700,2013-03-31
5543,cash,1300,2017-02-18
5544,cash,2000,2016-10-25
5545,cash,1800,2018-05-08
5546,cash,2500,2019-11-04
5547,cash,500,2017-09-03
5548,cash,1100,2019-03-21
5549,cash,600,2018-05-13
5550,cash,900,2019-12-15
5551,cash,1200,2015-10-18
5552,cash,2000,2016-07-13
5553,cash,2000,2013-05-03
5554,cash,2500,2014-07-03
5555,cash,300,2015-10-23
5556,cash,600,2011-07-28
5557,cash,1600,2019-06-15
5558,cash,400,2018-05-11
5559,cash,1400,2019-12-29
5560,cash,1100,2017-06-29
5561,cash,400,2019-07-17
5562,cash,700,2015-07-15
5563,cash,1700,2013-06-03
5564,cash,1800,2019-12-16
5565,cash,2100,2018-08-19
5566,cash,1700,2016-11-18
5567,cash,1000,2018-07-18
5568,cash,1600,2018-05-03
5569,cash,1600,2019-12-16
5570,cash,300,2016-07-31
5571,cash,600,2019-09-30
5572,cash,2300,2013-11-09
5573,cash,2400,2011-09-25
5574,cash,1700,2018-02-07
5575,cash,1900,2019-05-02
5576,cash,2500,2016-06-30
5577,cash,1900,2017-03-17
5578,cash,2000,2016-10-08
5579,cash,400,2016-06-30
5580,cash,800,2017-04-26
5581,cash,1700,2018-06-12
5582,cash,500,2019-07-27
5583,cash,1100,2014-03-09
5584,cash,300,2015-01-03
5585,cash,1500,2019-11-04
5586,cash,1000,2019-06-07
5587,cash,2500,2019-11-14
5588,cash,500,2015-09-12
5589,cash,2400,2016-08-16
5590,cash,700,2018-08-14
5591,cash,2500,2018-10-27
5592,cash,2500,2016-11-14
5593,cash,2400,2016-11-29
5594,cash,1300,2019-04-28
5595,cash,1400,2015-10-07
5596,cash,400,2014-04-30
5597,cash,1100,2016-12-29
5598,cash,900,2019-03-22
5599,cash,800,2019-08-20
5600,cash,300,2018-12-01
5601,cash,700,2014-03-08
5602,cash,2500,2019-11-29
5603,cash,1500,2018-10-19
5604,cash,2400,2018-04-10
5605,cash,1700,2017-06-01
5606,cash,1500,2019-12-19
5607,cash,2500,2015-08-10
5608,cash,1600,2017-04-06
5609,cash,2000,2015-03-31
5610,cash,2400,2017-08-27
5611,cash,2200,2013-07-16
5612,cash,2200,2019-06-25
5613,cash,300,2017-03-17
5614,cash,1800,2013-11-22
5615,cash,1600,2015-04-19
5616,cash,400,2017-07-20
5617,cash,2100,2019-05-16
5618,cash,2100,2019-11-12
5619,cash,2100,2013-03-31
5620,cash,2400,2019-11-21
5621,cash,1000,2018-05-12
5622,cash,2400,2018-03-16
5623,cash,1300,2017-05-17
5624,cash,2300,2013-03-22
5625,cash,1200,2018-02-10
5626,cash,2100,2015-01-07
5627,cash,1800,2012-02-22
5628,cash,1700,2015-02-05
5629,cash,700,2016-09-02
5630,cash,1100,2019-03-05
5631,cash,1900,2010-11-24
5632,cash,1800,2019-02-25
5633,cash,2400,2012-02-06
5634,cash,2200,2014-04-30
5635,cash,1700,2019-01-11
5636,cash,1700,2019-03-08
5637,cash,2200,2018-09-10
5638,cash,2000,2018-08-18
5639,cash,900,2018-11-25
5640,cash,2500,2017-06-15
5641,cash,700,2014-12-30
5642,cash,600,2019-08-30
5643,cash,1200,2017-05-13
5644,cash,1600,2019-05-04
5645,cash,2000,2015-04-11
5646,cash,1800,2014-09-24
5647,cash,600,2019-10-06
5648,cash,2500,2016-08-10
5649,cash,1200,2018-02-17
5650,cash,1500,2015-09-08
5651,cash,1900,2018-02-19
5652,cash,2100,2019-03-19
5653,cash,1800,2019-10-16
5654,cash,600,2014-06-06
5655,cash,2000,2018-12-08
5656,cash,2400,2015-01-03
5657,cash,500,2015-12-31
5658,cash,2300,2019-12-23
5659,cash,1100,2019-12-30
5660,cash,1100,2017-05-27
5661,cash,1500,2019-08-24
5662,cash,500,2019-05-14
5663,cash,300,2017-06-25
5664,cash,1100,2014-06-11
5665,cash,2300,2019-12-03
5666,cash,1900,2012-02-20
5667,cash,1600,2019-10-17
5668,cash,300,2018-10-12
5669,cash,800,2019-11-17
5670,cash,1900,2019-10-14
5671,cash,500,2019-12-13
5672,cash,400,2019-10-21
5673,cash,2200,2018-01-18
5674,cash,1400,2018-03-13
5675,cash,800,2018-07-06
5676,cash,1800,2019-10-09
5677,cash,2000,2010-06-26
5678,cash,600,2017-10-28
5679,cash,1300,2019-01-01
5680,cash,2400,2016-12-04
5681,cash,1400,2018-11-27
5682,cash,2300,2019-12-10
5683,cash,600,2017-07-02
5684,cash,600,2019-11-14
5685,cash,800,2018-07-19
5686,cash,300,2014-08-30
5687,cash,1400,2019-08-11
5688,cash,900,2019-09-28
5689,cash,1200,2018-06-07
5690,cash,1700,2019-09-06
5691,cash,2200,2018-12-11
5692,cash,1200,2019-11-26
5693,cash,900,2019-11-18
5694,cash,1100,2016-04-15
5695,cash,800,2017-08-06
5696,cash,2500,2019-03-21
5697,cash,1800,2016-08-31
5698,cash,2300,2013-07-06
5699,cash,2100,2014-08-31
5700,cash,1200,2012-05-04
5701,cash,2000,2019-11-08
5702,cash,800,2019-12-14
5703,cash,900,2012-04-11
5704,cash,1200,2019-01-15
5705,cash,1100,2018-07-19
5706,cash,1300,2019-08-23
5707,cash,2400,2016-10-17
5708,cash,600,2018-01-09
5709,cash,900,2018-01-01
5710,cash,2500,2016-05-24
5711,cash,600,2016-04-28
5712,cash,1900,2015-04-15
5713,cash,1900,2014-05-30
5714,cash,900,2018-05-29
5715,cash,2100,2019-04-29
5716,cash,1600,2012-12-26
5717,cash,400,2018-10-19
5718,cash,2200,2019-07-19
5719,cash,1000,2019-01-28
5720,cash,600,2017-10-04
5721,cash,1400,2019-12-27
5722,cash,500,2019-02-25
5723,cash,600,2012-08-16
5724,cash,800,2016-12-19
5725,cash,600,2016-04-01
5726,cash,1500,2019-01-23
5727,cash,900,2018-09-22
5728,cash,1800,2015-12-13
5729,cash,1800,2018-02-17
5730,cash,800,2014-02-12
5731,cash,1800,2018-05-21
5732,cash,2100,2019-09-18
5733,cash,700,2016-10-02
5734,cash,600,2019-12-13
5735,cash,600,2018-11-20
5736,cash,2100,2015-01-06
5737,cash,2000,2019-12-27
5738,cash,500,2017-05-02
5739,cash,700,2018-04-23
5740,cash,1900,2019-03-27
5741,cash,1400,2014-02-07
5742,cash,1300,2013-10-03
5743,cash,2300,2019-11-18
5744,cash,700,2015-03-01
5745,cash,300,2018-06-02
5746,cash,400,2017-02-10
5747,cash,1100,2019-10-29
5748,cash,2500,2014-02-25
5749,cash,400,2017-10-15
5750,cash,400,2018-09-15
5751,cash,700,2019-02-10
5752,cash,2300,2010-09-03
5753,cash,1200,2019-11-12
5754,cash,1700,2016-02-14
5755,cash,1400,2018-08-23
5756,cash,800,2018-12-21
5757,cash,900,2018-08-11
5758,cash,500,2016-12-23
5759,cash,2400,2019-02-03
5760,cash,2400,2019-08-25
5761,cash,1200,2016-05-20
5762,cash,1600,2018-01-23
5763,cash,2100,2019-09-11
5764,cash,1400,2019-05-05
5765,cash,1400,2018-10-07
5766,cash,2000,2017-09-25
5767,cash,1800,2018-10-05
5768,cash,900,2019-08-27
5769,cash,1800,2016-12-22
5770,cash,500,2019-01-19
5771,cash,1300,2019-12-05
5772,cash,1700,2017-06-26
5773,cash,600,2018-11-12
5774,cash,800,2019-12-11
5775,cash,400,2012-11-10
5776,cash,1500,2016-08-27
5777,cash,800,2017-11-17
5778,cash,1900,2014-06-18
5779,cash,2100,2016-09-27
5780,cash,900,2019-10-04
5781,cash,2500,2019-12-10
5782,cash,1200,2014-03-09
5783,cash,300,2017-04-13
5784,cash,2200,2012-06-29
5785,cash,2500,2016-03-22
5786,cash,600,2015-06-08
5787,cash,1700,2019-10-19
5788,cash,700,2019-09-01
5789,cash,600,2019-06-10
5790,cash,400,2015-05-02
5791,cash,2300,2017-10-18
5792,cash,900,2014-02-22
5793,cash,1800,2012-09-30
5794,cash,1200,2019-03-08
5795,cash,1300,2018-08-18
5796,cash,2300,2016-12-07
5797,cash,1700,2018-10-10
5798,cash,600,2014-05-04
5799,cash,600,2016-03-09
5800,cash,2400,2019-08-22
5801,cash,500,2016-05-24
5802,cash,600,2019-01-16
5803,cash,2200,2018-07-25
5804,cash,800,2017-12-26
5805,cash,1000,2015-12-04
5806,cash,500,2017-03-19
5807,cash,1000,2019-12-02
5808,cash,600,2011-12-18
5809,cash,1300,2015-04-26
5810,cash,500,2013-06-17
5811,cash,2200,2012-08-03
5812,cash,2000,2014-08-16
5813,cash,1900,2012-07-28
5814,cash,1500,2014-11-08
5815,cash,2500,2019-08-07
5816,cash,2000,2017-08-24
5817,cash,2000,2019-03-27
5818,cash,600,2019-10-28
5819,cash,2200,2018-06-03
5820,cash,700,2016-01-07
5821,cash,1500,2019-03-23
5822,cash,500,2016-06-06
5823,cash,1000,2015-08-20
5824,cash,2500,2018-12-17
5825,cash,2500,2019-09-12
5826,cash,1600,2018-12-27
5827,cash,1100,2014-10-03
5828,cash,2200,2012-01-03
5829,cash,1800,2017-10-03
5830,cash,2400,2019-08-26
5831,cash,1000,2019-04-23
5832,cash,1000,2016-11-11
5833,cash,1900,2019-09-06
5834,cash,2000,2019-02-12
5835,cash,300,2019-12-07
5836,cash,1400,2019-11-04
5837,cash,2500,2016-09-30
5838,cash,400,2019-12-24
5839,cash,900,2014-10-17
5840,cash,1300,2019-07-15
5841,cash,1500,2018-01-29
5842,cash,700,2018-12-31
5843,cash,600,2016-08-24
5844,cash,700,2019-08-14
5845,cash,1900,2018-09-16
5846,cash,900,2019-11-30
5847,cash,1600,2016-08-09
5848,cash,400,2017-09-23
5849,cash,1300,2019-08-06
5850,cash,1100,2019-07-23
5851,cash,800,2018-03-26
5852,cash,300,2017-08-08
5853,cash,2200,2018-12-21
5854,cash,400,2017-10-04
5855,cash,800,2011-11-20
5856,cash,1900,2017-05-05
5857,cash,900,2017-09-26
5858,cash,300,2014-05-12
5859,cash,300,2019-09-28
5860,cash,800,2014-04-29
5861,cash,2400,2019-09-22
5862,cash,2300,2018-03-17
5863,cash,1300,2018-06-14
5864,cash,2100,2015-05-03
5865,cash,600,2019-09-06
5866,cash,1600,2016-04-23
5867,cash,2100,2018-06-02
5868,cash,1300,2019-04-11
5869,cash,1000,2016-02-15
5870,cash,700,2015-12-15
5871,cash,1800,2019-07-20
5872,cash,2300,2019-02-15
5873,cash,2400,2018-01-08
5874,cash,600,2012-06-10
5875,cash,300,2016-12-09
5876,cash,2500,2019-07-08
5877,cash,700,2019-02-16
5878,cash,900,2019-08-21
5879,cash,2200,2019-12-24
5880,cash,700,2013-09-09
5881,cash,300,2011-03-21
5882,cash,2400,2017-02-14
5883,cash,1700,2016-09-29
5884,cash,300,2019-01-30
5885,cash,1300,2015-05-31
5886,cash,1400,2016-07-03
5887,cash,400,2019-12-04
5888,cash,1100,2019-01-28
5889,cash,2100,2019-12-24
5890,cash,500,2016-10-23
5891,cash,1400,2012-04-30
5892,cash,1600,2019-04-21
5893,cash,2400,2018-02-05
5894,cash,300,2017-04-05
5895,cash,2100,2017-10-22
5896,cash,600,2017-11-19
5897,cash,2400,2019-01-19
5898,cash,2300,2018-01-09
5899,cash,1600,2015-07-25
5900,cash,2500,2017-02-18
5901,cash,2300,2016-05-13
5902,cash,900,2011-10-06
5903,cash,300,2016-06-25
5904,cash,500,2019-11-28
5905,cash,1700,2019-07-14
5906,cash,1500,2014-06-16
5907,cash,1300,2018-10-10
5908,cash,2100,2019-12-27
5909,cash,600,2017-09-25
5910,cash,2000,2017-05-02
5911,cash,2300,2019-07-14
5912,cash,2300,2015-08-25
5913,cash,1000,2018-10-14
5914,cash,1500,2016-08-29
5915,cash,600,2016-09-19
5916,cash,2200,2016-08-29
5917,cash,700,2019-04-07
5918,cash,1900,2018-06-25
5919,cash,1900,2019-10-19
5920,cash,2300,2016-01-26
5921,cash,1800,2018-06-25
5922,cash,1600,2019-01-30
5923,cash,600,2019-12-28
5924,cash,2500,2017-04-13
5925,cash,1300,2015-12-02
5926,cash,1800,2017-12-05
5927,cash,2200,2018-04-28
5928,cash,2100,2013-07-19
5929,cash,400,2018-10-07
5930,cash,2200,2019-03-27
5931,cash,1600,2019-07-09
5932,cash,1300,2018-07-07
5933,cash,1500,2016-10-19
5934,cash,600,2019-12-06
5935,cash,2500,2018-04-27
5936,cash,400,2016-11-17
5937,cash,1400,2018-10-20
5938,cash,500,2014-07-31
5939,cash,2300,2016-10-01
5940,cash,1400,2014-07-06
5941,cash,2200,2019-06-17
5942,cash,900,2017-06-03
5943,cash,800,2018-06-12
5944,cash,2000,2018-07-11
5945,cash,600,2017-12-08
5946,cash,1300,2012-08-19
5947,cash,700,2014-11-12
5948,cash,300,2018-04-23
5949,cash,1000,2018-06-23
5950,cash,500,2018-04-27
5951,cash,600,2019-04-11
5952,cash,500,2017-05-03
5953,cash,1000,2017-08-20
5954,cash,1600,2011-04-09
5955,cash,1700,2019-08-28
5956,cash,400,2019-09-07
5957,cash,700,2018-03-25
5958,cash,2200,2019-07-18
5959,cash,800,2017-10-27
5960,cash,1400,2019-04-17
5961,cash,2500,2019-06-23
5962,cash,1000,2018-09-13
5963,cash,1900,2014-02-10
5964,cash,800,2017-11-15
5965,cash,1600,2019-06-28
5966,cash,1300,2017-03-10
5967,cash,1000,2014-02-16
5968,cash,1700,2014-09-18
5969,cash,2200,2016-06-12
5970,cash,2300,2018-07-15
5971,cash,1200,2019-10-07
5972,cash,800,2019-11-26
5973,cash,1000,2015-11-07
5974,cash,800,2019-11-24
5975,cash,1500,2012-08-31
5976,cash,1800,2014-10-20
5977,cash,2200,2019-05-02
5978,cash,1900,2016-08-22
5979,cash,2100,2019-03-11
5980,cash,1600,2017-03-24
5981,cash,400,2016-10-28
5982,cash,1800,2015-08-19
5983,cash,2500,2018-09-27
5984,cash,1900,2016-11-01
5985,cash,2200,2013-01-18
5986,cash,2300,2013-07-19
5987,cash,1800,2019-11-11
5988,cash,1200,2019-06-06
5989,cash,600,2017-12-06
5990,cash,1900,2016-01-27
5991,cash,1300,2016-06-26
5992,cash,2000,2019-06-04
5993,cash,1900,2016-08-08
5994,cash,400,2014-03-10
5995,cash,1400,2018-10-21
5996,cash,1400,2019-02-21
5997,cash,2500,2019-08-09
5998,cash,1100,2019-09-14
5999,cash,1700,2018-04-08
6000,cash,1500,2018-11-17
6001,cash,700,2013-11-06
6002,cash,1700,2012-11-01
6003,cash,500,2019-08-17
6004,cash,900,2018-02-02
6005,cash,1200,2018-10-29
6006,cash,1100,2019-11-22
6007,cash,2100,2018-01-08
6008,cash,2000,2019-09-26
6009,cash,1300,2018-06-15
6010,cash,2400,2019-10-07
6011,cash,700,2018-10-20
6012,cash,1900,2016-03-16
6013,cash,2000,2014-06-05
6014,cash,300,2016-04-27
6015,cash,2100,2019-10-06
6016,cash,2000,2014-10-08
6017,cash,900,2018-11-24
6018,cash,500,2019-08-20
6019,cash,2200,2014-02-07
6020,cash,1300,2015-07-04
6021,cash,1200,2018-05-02
6022,cash,400,2019-08-16
6023,cash,800,2014-06-04
6024,cash,1700,2019-10-10
6025,cash,1400,2019-10-21
6026,cash,1100,2019-12-09
6027,cash,1200,2019-09-10
6028,cash,500,2014-07-15
6029,cash,700,2019-10-17
6030,cash,1800,2019-03-31
6031,cash,1600,2018-08-29
6032,cash,500,2015-12-24
6033,cash,1100,2019-04-12
6034,cash,600,2016-07-22
6035,cash,900,2015-04-30
6036,cash,300,2019-09-10
6037,cash,2500,2014-12-20
6038,cash,1100,2019-11-10
6039,cash,800,2019-05-19
6040,cash,800,2015-10-30
6041,cash,2000,2016-07-22
6042,cash,500,2012-01-04
6043,cash,1400,2012-07-07
6044,cash,1500,2018-06-01
6045,cash,1800,2016-06-27
6046,cash,1800,2018-05-05
6047,cash,700,2017-11-30
6048,cash,1800,2018-01-09
6049,cash,1600,2019-12-25
6050,cash,1900,2018-03-28
6051,cash,2200,2019-05-25
6052,cash,1800,2014-03-19
6053,cash,1200,2016-08-29
6054,cash,1500,2019-12-05
6055,cash,800,2019-06-30
6056,cash,1300,2019-09-30
6057,cash,1600,2018-06-02
