payment_id,payment_type,payment_amount,payment_date,payment_due
5510,cash,900,2014-05-10,2014-06-09
5511,cash,2200,2018-03-30,2018-04-29
5512,cash,300,2015-11-05,2015-12-05
5513,cash,1000,2018-05-05,2018-06-04
5514,cash,1800,2016-06-25,2016-07-25
5515,cash,1800,2017-03-02,2017-04-01
5516,cash,600,2019-06-27,2019-07-27
5517,cash,1800,2019-04-24,2019-05-24
5518,cash,1600,2018-02-24,2018-03-26
5519,cash,800,2017-02-08,2017-03-10
5520,cash,1600,2018-02-20,2018-03-22
5521,cash,2100,2016-06-27,2016-07-27
5522,cash,2100,2018-11-27,2018-12-27
5523,cash,2100,2016-02-27,2016-03-28
5524,cash,1000,2018-11-07,2018-12-07
5525,cash,1200,2019-08-25,2019-09-24
5526,cash,500,2016-05-07,2016-06-06
5527,cash,2100,2019-12-31,2020-01-30
5528,cash,1700,2013-10-10,2013-11-09
5529,cash,1100,2017-07-22,2017-08-21
5530,cash,2500,2019-08-21,2019-09-20
5531,cash,600,2013-08-08,2013-09-07
5532,cash,2400,2013-07-28,2013-08-27
5533,cash,2100,2015-10-07,2015-11-06
5534,cash,1600,2019-10-23,2019-11-22
5535,cash,900,2018-08-04,2018-09-03
5536,cash,2100,2019-05-01,2019-05-31
5537,cash,2500,2016-06-13,2016-07-13
5538,cash,1000,2019-11-01,2019-12-01
5539,cash,1500,2019-05-09,2019-06-08
5540,cash,300,2016-08-11,2016-09-10
5541,cash,1100,2018-12-03,2019-01-02
5542,cash,2300,2017-08-09,2017-09-08
5543,cash,400,2013-07-24,2013-08-23
5544,cash,1600,2018-02-22,2018-03-24
5545,cash,800,2017-05-24,2017-06-23
5546,cash,2000,2018-11-12,2018-12-12
5547,cash,1700,2018-11-23,2018-12-23
5548,cash,2000,2019-02-05,2019-03-07
5549,cash,300,2011-06-29,2011-07-29
5550,cash,2500,2019-04-03,2019-05-03
5551,cash,1200,2015-03-29,2015-04-28
5552,cash,1400,2018-09-30,2018-10-30
5553,cash,2400,2017-05-27,2017-06-26
5554,cash,1300,2017-11-05,2017-12-05
5555,cash,1000,2018-12-14,2019-01-13
5556,cash,800,2018-01-24,2018-02-23
5557,cash,500,2017-09-09,2017-10-09
5558,cash,2100,2019-11-08,2019-12-08
5559,cash,1100,2015-05-17,2015-06-16
5560,cash,2100,2016-04-07,2016-05-07
5561,cash,1500,2018-04-05,2018-05-05
5562,cash,2400,2015-07-14,2015-08-13
5563,cash,700,2015-09-18,2015-10-18
5564,cash,700,2017-12-15,2018-01-14
5565,cash,1200,2016-10-22,2016-11-21
5566,cash,400,2016-11-06,2016-12-06
5567,cash,1300,2015-04-29,2015-05-29
5568,cash,2000,2012-08-26,2012-09-25
5569,cash,300,2018-11-19,2018-12-19
5570,cash,300,2019-05-26,2019-06-25
5571,cash,2200,2019-03-19,2019-04-18
5572,cash,600,2017-04-29,2017-05-29
5573,cash,1800,2017-06-22,2017-07-22
5574,cash,1100,2014-09-07,2014-10-07
5575,cash,2100,2019-12-20,2020-01-19
5576,cash,1800,2017-05-15,2017-06-14
5577,cash,400,2018-08-09,2018-09-08
5578,cash,2100,2016-02-13,2016-03-14
5579,cash,1200,2016-05-07,2016-06-06
5580,cash,2300,2015-03-22,2015-04-21
5581,cash,1300,2019-12-10,2020-01-09
5582,cash,1200,2016-05-29,2016-06-28
5583,cash,300,2019-11-26,2019-12-26
5584,cash,1600,2019-12-17,2020-01-16
5585,cash,1800,2019-09-26,2019-10-26
5586,cash,2500,2011-08-19,2011-09-18
5587,cash,1700,2017-11-28,2017-12-28
5588,cash,1900,2016-07-12,2016-08-11
5589,cash,2000,2016-09-27,2016-10-27
5590,cash,1000,2011-12-27,2012-01-26
5591,cash,1400,2019-10-20,2019-11-19
5592,cash,1400,2017-12-29,2018-01-28
5593,cash,300,2019-09-06,2019-10-06
5594,cash,1400,2018-09-11,2018-10-11
5595,cash,2200,2016-10-06,2016-11-05
5596,cash,2500,2018-10-04,2018-11-03
5597,cash,500,2016-12-19,2017-01-18
5598,cash,1800,2012-03-31,2012-04-30
5599,cash,500,2018-07-02,2018-08-01
5600,cash,2300,2018-09-09,2018-10-09
5601,cash,600,2018-04-21,2018-05-21
5602,cash,1100,2016-09-15,2016-10-15
5603,cash,1500,2018-05-15,2018-06-14
5604,cash,1900,2012-01-11,2012-02-10
5605,cash,1800,2013-12-24,2014-01-23
5606,cash,800,2017-12-04,2018-01-03
5607,cash,900,2017-07-04,2017-08-03
5608,cash,1300,2016-12-26,2017-01-25
5609,cash,1200,2017-11-27,2017-12-27
5610,cash,1000,2018-12-31,2019-01-30
5611,cash,1100,2012-07-15,2012-08-14
5612,cash,2500,2016-05-22,2016-06-21
5613,cash,500,2016-12-21,2017-01-20
5614,cash,800,2019-07-09,2019-08-08
5615,cash,800,2019-11-27,2019-12-27
5616,cash,2200,2019-11-07,2019-12-07
5617,cash,2300,2017-10-17,2017-11-16
5618,cash,1100,2013-05-10,2013-06-09
5619,cash,1500,2017-10-17,2017-11-16
5620,cash,1000,2017-10-15,2017-11-14
5621,cash,1700,2016-05-18,2016-06-17
5622,cash,600,2011-05-19,2011-06-18
5623,cash,2000,2019-07-04,2019-08-03
5624,cash,1900,2019-11-14,2019-12-14
5625,cash,800,2019-10-14,2019-11-13
5626,cash,400,2019-10-24,2019-11-23
5627,cash,1100,2012-12-21,2013-01-20
5628,cash,800,2018-04-18,2018-05-18
5629,cash,2500,2019-10-31,2019-11-30
5630,cash,500,2019-12-09,2020-01-08
5631,cash,2100,2018-04-10,2018-05-10
5632,cash,1400,2014-12-08,2015-01-07
5633,cash,1800,2013-07-07,2013-08-06
5634,cash,400,2018-06-13,2018-07-13
5635,cash,2000,2014-06-07,2014-07-07
5636,cash,900,2015-12-08,2016-01-07
5637,cash,1000,2018-03-18,2018-04-17
5638,cash,1500,2019-07-23,2019-08-22
5639,cash,300,2019-01-03,2019-02-02
5640,cash,2000,2017-05-30,2017-06-29
5641,cash,2200,2018-02-18,2018-03-20
5642,cash,1700,2015-02-17,2015-03-19
5643,cash,1700,2012-12-02,2013-01-01
5644,cash,1100,2018-05-28,2018-06-27
5645,cash,1100,2019-08-17,2019-09-16
5646,cash,1400,2017-09-30,2017-10-30
5647,cash,1300,2017-10-17,2017-11-16
5648,cash,2500,2019-07-23,2019-08-22
5649,cash,2300,2019-12-05,2020-01-04
5650,cash,500,2018-06-18,2018-07-18
5651,cash,2400,2014-07-17,2014-08-16
5652,cash,2100,2013-12-16,2014-01-15
5653,cash,2500,2019-12-27,2020-01-26
5654,cash,1200,2017-12-11,2018-01-10
5655,cash,300,2015-07-16,2015-08-15
5656,cash,600,2019-05-03,2019-06-02
5657,cash,600,2015-07-22,2015-08-21
5658,cash,2400,2015-02-02,2015-03-04
5659,cash,2400,2018-11-03,2018-12-03
5660,cash,600,2018-09-19,2018-10-19
5661,cash,1100,2018-02-06,2018-03-08
5662,cash,1500,2017-02-22,2017-03-24
5663,cash,2500,2019-12-20,2020-01-19
5664,cash,800,2017-05-05,2017-06-04
5665,cash,400,2018-06-13,2018-07-13
5666,cash,1800,2011-01-19,2011-02-18
5667,cash,1200,2015-11-23,2015-12-23
5668,cash,1900,2013-03-21,2013-04-20
5669,cash,400,2016-01-10,2016-02-09
5670,cash,700,2012-07-30,2012-08-29
5671,cash,1800,2013-06-09,2013-07-09
5672,cash,900,2019-03-14,2019-04-13
5673,cash,1000,2015-11-15,2015-12-15
5674,cash,2000,2018-08-20,2018-09-19
5675,cash,1500,2012-08-21,2012-09-20
5676,cash,1900,2019-12-25,2020-01-24
5677,cash,1000,2018-01-21,2018-02-20
5678,cash,1200,2019-09-24,2019-10-24
5679,cash,2400,2018-02-08,2018-03-10
5680,cash,2200,2016-06-12,2016-07-12
5681,cash,1800,2017-04-22,2017-05-22
5682,cash,1000,2019-12-02,2020-01-01
5683,cash,2400,2019-03-13,2019-04-12
5684,cash,1300,2016-04-06,2016-05-06
5685,cash,1500,2019-10-30,2019-11-29
5686,cash,1800,2016-03-09,2016-04-08
5687,cash,2000,2014-06-29,2014-07-29
5688,cash,1600,2018-10-21,2018-11-20
5689,cash,1300,2016-05-04,2016-06-03
5690,cash,1100,2018-07-13,2018-08-12
5691,cash,2500,2012-06-20,2012-07-20
5692,cash,900,2017-08-21,2017-09-20
5693,cash,2300,2016-07-05,2016-08-04
5694,cash,1800,2019-12-25,2020-01-24
5695,cash,2100,2015-10-30,2015-11-29
5696,cash,2500,2014-11-16,2014-12-16
5697,cash,2200,2019-04-21,2019-05-21
5698,cash,1100,2016-11-15,2016-12-15
5699,cash,2200,2019-06-25,2019-07-25
5700,cash,2200,2019-07-04,2019-08-03
5701,cash,1500,2016-11-23,2016-12-23
5702,cash,2500,2013-04-23,2013-05-23
5703,cash,2300,2016-11-02,2016-12-02
5704,cash,1000,2017-08-19,2017-09-18
5705,cash,2500,2019-11-21,2019-12-21
5706,cash,1500,2019-04-20,2019-05-20
5707,cash,1700,2016-01-21,2016-02-20
5708,cash,2300,2016-05-18,2016-06-17
5709,cash,1100,2016-07-07,2016-08-06
5710,cash,1100,2019-01-03,2019-02-02
5711,cash,600,2019-12-05,2020-01-04
5712,cash,2300,2019-10-26,2019-11-25
5713,cash,800,2019-08-28,2019-09-27
5714,cash,1700,2016-10-30,2016-11-29
5715,cash,1000,2018-03-26,2018-04-25
5716,cash,1500,2014-08-05,2014-09-04
5717,cash,1600,2017-11-19,2017-12-19
5718,cash,2400,2012-11-01,2012-12-01
5719,cash,2300,2016-12-31,2017-01-30
5720,cash,2400,2016-04-12,2016-05-12
5721,cash,1500,2013-11-24,2013-12-24
5722,cash,1300,2013-05-29,2013-06-28
5723,cash,900,2014-04-22,2014-05-22
5724,cash,2500,2015-12-30,2016-01-29
5725,cash,2100,2017-10-16,2017-11-15
5726,cash,1900,2019-01-22,2019-02-21
5727,cash,2400,2017-07-24,2017-08-23
5728,cash,500,2019-02-10,2019-03-12
5729,cash,800,2019-06-11,2019-07-11
5730,cash,1500,2018-09-26,2018-10-26
5731,cash,1000,2018-05-02,2018-06-01
5732,cash,400,2015-03-02,2015-04-01
5733,cash,1100,2015-07-14,2015-08-13
5734,cash,700,2019-08-14,2019-09-13
5735,cash,1700,2017-03-05,2017-04-04
5736,cash,500,2019-10-17,2019-11-16
5737,cash,1200,2015-05-29,2015-06-28
5738,cash,1500,2014-09-26,2014-10-26
5739,cash,300,2017-07-06,2017-08-05
5740,cash,500,2019-03-10,2019-04-09
5741,cash,1700,2019-11-12,2019-12-12
5742,cash,1300,2016-01-14,2016-02-13
5743,cash,2400,2019-02-26,2019-03-28
5744,cash,1100,2011-06-18,2011-07-18
5745,cash,700,2019-06-22,2019-07-22
5746,cash,1800,2013-05-15,2013-06-14
5747,cash,400,2018-07-11,2018-08-10
5748,cash,400,2019-10-13,2019-11-12
5749,cash,1100,2019-10-04,2019-11-03
5750,cash,1300,2013-08-14,2013-09-13
5751,cash,600,2019-04-17,2019-05-17
5752,cash,600,2019-07-24,2019-08-23
5753,cash,400,2017-06-10,2017-07-10
5754,cash,1300,2018-07-30,2018-08-29
5755,cash,2300,2018-04-10,2018-05-10
5756,cash,1500,2015-01-10,2015-02-09
5757,cash,600,2012-03-14,2012-04-13
5758,cash,2000,2019-10-30,2019-11-29
5759,cash,1500,2014-04-11,2014-05-11
5760,cash,600,2018-04-24,2018-05-24
5761,cash,1200,2013-11-24,2013-12-24
5762,cash,500,2019-01-29,2019-02-28
5763,cash,1400,2018-05-11,2018-06-10
5764,cash,1400,2014-11-02,2014-12-02
5765,cash,2400,2019-11-05,2019-12-05
5766,cash,1200,2018-04-05,2018-05-05
5767,cash,2500,2014-02-13,2014-03-15
5768,cash,600,2019-08-01,2019-08-31
5769,cash,300,2017-01-11,2017-02-10
5770,cash,600,2013-02-17,2013-03-19
5771,cash,500,2017-04-25,2017-05-25
5772,cash,1500,2019-06-23,2019-07-23
5773,cash,600,2019-12-05,2020-01-04
5774,cash,300,2019-09-22,2019-10-22
5775,cash,300,2018-02-26,2018-03-28
5776,cash,1000,2019-07-19,2019-08-18
5777,cash,1800,2018-10-24,2018-11-23
5778,cash,300,2014-08-21,2014-09-20
5779,cash,1200,2019-06-10,2019-07-10
5780,cash,500,2019-05-28,2019-06-27
5781,cash,1100,2019-12-01,2019-12-31
5782,cash,2100,2019-12-24,2020-01-23
5783,cash,1800,2016-09-03,2016-10-03
5784,cash,1200,2015-11-08,2015-12-08
5785,cash,800,2019-01-15,2019-02-14
5786,cash,2200,2019-01-08,2019-02-07
5787,cash,1200,2014-06-27,2014-07-27
5788,cash,900,2019-10-15,2019-11-14
5789,cash,800,2016-03-20,2016-04-19
5790,cash,2400,2019-09-28,2019-10-28
5791,cash,1600,2018-03-02,2018-04-01
5792,cash,1900,2017-02-12,2017-03-14
5793,cash,400,2017-09-22,2017-10-22
5794,cash,700,2013-06-05,2013-07-05
5795,cash,2200,2013-05-18,2013-06-17
5796,cash,1500,2019-07-12,2019-08-11
5797,cash,2300,2019-12-20,2020-01-19
5798,cash,1300,2016-06-25,2016-07-25
5799,cash,1000,2018-11-25,2018-12-25
5800,cash,900,2016-06-30,2016-07-30
5801,cash,1500,2019-03-07,2019-04-06
5802,cash,1600,2017-07-23,2017-08-22
5803,cash,2000,2019-12-30,2020-01-29
5804,cash,500,2011-09-05,2011-10-05
5805,cash,1300,2019-10-19,2019-11-18
5806,cash,900,2019-12-05,2020-01-04
5807,cash,1500,2015-08-08,2015-09-07
5808,cash,300,2018-01-18,2018-02-17
5809,cash,300,2018-03-10,2018-04-09
5810,cash,1900,2018-08-16,2018-09-15
5811,cash,500,2016-08-30,2016-09-29
5812,cash,1700,2016-12-25,2017-01-24
5813,cash,900,2014-12-20,2015-01-19
5814,cash,800,2018-01-23,2018-02-22
5815,cash,1300,2012-09-29,2012-10-29
5816,cash,700,2019-09-23,2019-10-23
5817,cash,800,2019-07-04,2019-08-03
5818,cash,1900,2019-10-07,2019-11-06
5819,cash,1200,2014-05-28,2014-06-27
5820,cash,1700,2018-04-11,2018-05-11
5821,cash,1800,2017-02-24,2017-03-26
5822,cash,2500,2016-01-05,2016-02-04
5823,cash,1000,2015-04-07,2015-05-07
5824,cash,2400,2018-12-01,2018-12-31
5825,cash,2200,2019-04-04,2019-05-04
5826,cash,2200,2017-03-12,2017-04-11
5827,cash,2100,2018-04-24,2018-05-24
5828,cash,1600,2019-12-07,2020-01-06
5829,cash,400,2019-08-21,2019-09-20
5830,cash,300,2019-12-17,2020-01-16
5831,cash,900,2015-09-16,2015-10-16
5832,cash,2200,2019-08-27,2019-09-26
5833,cash,500,2019-12-12,2020-01-11
5834,cash,1900,2017-12-23,2018-01-22
5835,cash,1300,2014-10-26,2014-11-25
5836,cash,1800,2019-10-07,2019-11-06
5837,cash,900,2018-04-11,2018-05-11
5838,cash,500,2018-08-05,2018-09-04
5839,cash,1500,2019-02-27,2019-03-29
5840,cash,1400,2017-11-15,2017-12-15
5841,cash,2300,2019-10-21,2019-11-20
5842,cash,500,2018-12-04,2019-01-03
5843,cash,1900,2017-03-08,2017-04-07
5844,cash,2200,2018-09-13,2018-10-13
5845,cash,2400,2018-12-08,2019-01-07
5846,cash,2500,2012-10-03,2012-11-02
5847,cash,600,2019-12-14,2020-01-13
5848,cash,1400,2018-12-12,2019-01-11
5849,cash,400,2012-09-06,2012-10-06
5850,cash,300,2019-02-25,2019-03-27
5851,cash,2100,2019-09-16,2019-10-16
5852,cash,400,2017-02-28,2017-03-30
5853,cash,1600,2019-03-08,2019-04-07
5854,cash,500,2016-09-02,2016-10-02
5855,cash,1000,2019-09-17,2019-10-17
5856,cash,2300,2012-01-08,2012-02-07
5857,cash,1800,2013-03-19,2013-04-18
5858,cash,1200,2019-10-28,2019-11-27
5859,cash,2200,2019-10-11,2019-11-10
5860,cash,1600,2018-02-21,2018-03-23
5861,cash,1500,2014-03-06,2014-04-05
5862,cash,1300,2019-01-30,2019-03-01
5863,cash,600,2014-09-27,2014-10-27
5864,cash,1200,2014-04-17,2014-05-17
5865,cash,1200,2017-05-17,2017-06-16
5866,cash,1900,2019-01-01,2019-01-31
5867,cash,800,2019-10-30,2019-11-29
5868,cash,2100,2019-07-26,2019-08-25
5869,cash,600,2019-12-27,2020-01-26
5870,cash,1000,2017-01-23,2017-02-22
5871,cash,2000,2016-08-27,2016-09-26
5872,cash,2200,2019-02-01,2019-03-03
5873,cash,600,2017-11-25,2017-12-25
5874,cash,400,2017-10-02,2017-11-01
5875,cash,800,2019-04-03,2019-05-03
5876,cash,300,2018-07-11,2018-08-10
5877,cash,1200,2017-07-25,2017-08-24
5878,cash,2000,2018-07-23,2018-08-22
5879,cash,1400,2019-05-17,2019-06-16
5880,cash,2200,2019-10-21,2019-11-20
5881,cash,2300,2018-11-30,2018-12-30
5882,cash,800,2016-01-20,2016-02-19
5883,cash,1800,2016-01-10,2016-02-09
5884,cash,1300,2016-03-25,2016-04-24
5885,cash,1700,2016-03-27,2016-04-26
5886,cash,1300,2019-05-10,2019-06-09
5887,cash,700,2016-09-25,2016-10-25
5888,cash,1100,2014-03-29,2014-04-28
5889,cash,1900,2016-05-07,2016-06-06
5890,cash,900,2018-11-12,2018-12-12
5891,cash,1200,2019-12-26,2020-01-25
5892,cash,900,2018-08-09,2018-09-08
5893,cash,600,2019-03-08,2019-04-07
5894,cash,400,2016-09-12,2016-10-12
5895,cash,1700,2019-10-23,2019-11-22
5896,cash,2400,2019-03-08,2019-04-07
5897,cash,2400,2019-08-29,2019-09-28
5898,cash,1800,2013-07-09,2013-08-08
5899,cash,1500,2014-09-08,2014-10-08
5900,cash,1100,2014-09-10,2014-10-10
5901,cash,900,2018-09-02,2018-10-02
5902,cash,1900,2017-02-06,2017-03-08
5903,cash,400,2018-01-05,2018-02-04
5904,cash,900,2018-06-28,2018-07-28
5905,cash,1200,2014-07-22,2014-08-21
5906,cash,2200,2018-08-29,2018-09-28
5907,cash,1100,2017-02-11,2017-03-13
5908,cash,1000,2016-01-10,2016-02-09
5909,cash,1300,2015-08-09,2015-09-08
5910,cash,1700,2017-05-06,2017-06-05
5911,cash,500,2014-04-15,2014-05-15
5912,cash,600,2019-07-05,2019-08-04
5913,cash,1600,2014-05-24,2014-06-23
5914,cash,1400,2016-10-26,2016-11-25
5915,cash,900,2014-05-03,2014-06-02
5916,cash,1800,2019-03-18,2019-04-17
5917,cash,1800,2011-10-07,2011-11-06
5918,cash,1300,2015-03-10,2015-04-09
5919,cash,2000,2012-07-18,2012-08-17
5920,cash,1800,2018-07-29,2018-08-28
5921,cash,300,2017-08-09,2017-09-08
5922,cash,1800,2019-08-19,2019-09-18
5923,cash,1800,2016-04-04,2016-05-04
5924,cash,1500,2015-09-14,2015-10-14
5925,cash,500,2018-09-06,2018-10-06
5926,cash,2400,2017-12-15,2018-01-14
5927,cash,500,2019-06-02,2019-07-02
5928,cash,1800,2019-04-06,2019-05-06
5929,cash,2000,2016-01-15,2016-02-14
5930,cash,500,2017-07-27,2017-08-26
5931,cash,1800,2018-12-16,2019-01-15
5932,cash,300,2017-03-19,2017-04-18
5933,cash,2200,2015-06-23,2015-07-23
5934,cash,1300,2019-12-15,2020-01-14
5935,cash,1900,2019-04-05,2019-05-05
5936,cash,700,2018-12-26,2019-01-25
5937,cash,600,2015-11-17,2015-12-17
5938,cash,2300,2018-12-27,2019-01-26
5939,cash,1700,2015-05-07,2015-06-06
5940,cash,1100,2016-10-03,2016-11-02
5941,cash,900,2017-07-05,2017-08-04
5942,cash,1700,2017-10-04,2017-11-03
5943,cash,400,2018-06-12,2018-07-12
5944,cash,800,2016-05-21,2016-06-20
5945,cash,1500,2016-12-07,2017-01-06
5946,cash,1100,2018-09-17,2018-10-17
5947,cash,2400,2018-10-04,2018-11-03
5948,cash,800,2014-02-18,2014-03-20
5949,cash,2400,2013-08-12,2013-09-11
5950,cash,500,2018-01-22,2018-02-21
5951,cash,500,2015-09-12,2015-10-12
5952,cash,1000,2019-08-19,2019-09-18
5953,cash,1700,2016-09-02,2016-10-02
5954,cash,1100,2017-08-03,2017-09-02
5955,cash,700,2016-09-19,2016-10-19
5956,cash,1900,2013-04-13,2013-05-13
5957,cash,1000,2019-11-08,2019-12-08
5958,cash,1400,2017-12-14,2018-01-13
5959,cash,2200,2017-03-07,2017-04-06
5960,cash,300,2018-05-06,2018-06-05
5961,cash,2300,2013-08-11,2013-09-10
5962,cash,1700,2019-05-13,2019-06-12
5963,cash,1600,2018-11-05,2018-12-05
5964,cash,2200,2017-01-31,2017-03-02
5965,cash,1200,2018-07-02,2018-08-01
5966,cash,2200,2019-04-08,2019-05-08
5967,cash,1500,2018-10-01,2018-10-31
5968,cash,1700,2016-12-14,2017-01-13
5969,cash,300,2016-04-24,2016-05-24
5970,cash,400,2018-03-09,2018-04-08
5971,cash,2000,2019-09-21,2019-10-21
5972,cash,1300,2017-12-18,2018-01-17
5973,cash,1700,2016-04-17,2016-05-17
5974,cash,900,2019-01-19,2019-02-18
5975,cash,800,2019-08-20,2019-09-19
5976,cash,1700,2013-05-22,2013-06-21
5977,cash,1300,2019-06-28,2019-07-28
5978,cash,500,2018-12-01,2018-12-31
5979,cash,1400,2019-06-13,2019-07-13
5980,cash,2500,2019-09-26,2019-10-26
5981,cash,2500,2015-06-29,2015-07-29
5982,cash,900,2017-07-13,2017-08-12
5983,cash,600,2014-05-06,2014-06-05
5984,cash,1400,2019-06-15,2019-07-15
5985,cash,2300,2017-09-11,2017-10-11
5986,cash,1400,2012-07-17,2012-08-16
5987,cash,800,2019-06-01,2019-07-01
5988,cash,1700,2018-02-09,2018-03-11
5989,cash,1400,2010-08-10,2010-09-09
5990,cash,2400,2017-03-23,2017-04-22
5991,cash,2300,2017-03-28,2017-04-27
5992,cash,1100,2019-09-07,2019-10-07
5993,cash,1200,2017-10-02,2017-11-01
5994,cash,2100,2018-07-09,2018-08-08
5995,cash,2100,2019-04-18,2019-05-18
5996,cash,900,2018-08-25,2018-09-24
5997,cash,1600,2014-11-30,2014-12-30
5998,cash,1700,2019-07-07,2019-08-06
5999,cash,2300,2012-02-20,2012-03-21
6000,cash,2500,2019-01-15,2019-02-14
6001,cash,1700,2019-12-01,2019-12-31
6002,cash,2000,2018-08-19,2018-09-18
6003,cash,1100,2019-05-10,2019-06-09
6004,cash,1300,2018-07-08,2018-08-07
6005,cash,1400,2018-11-24,2018-12-24
6006,cash,2500,2013-07-30,2013-08-29
6007,cash,2400,2018-11-28,2018-12-28
6008,cash,300,2017-08-11,2017-09-10
6009,cash,2000,2015-11-11,2015-12-11
6010,cash,800,2019-08-23,2019-09-22
6011,cash,300,2019-10-31,2019-11-30
6012,cash,900,2013-05-08,2013-06-07
6013,cash,1000,2019-03-23,2019-04-22
6014,cash,1200,2016-11-01,2016-12-01
6015,cash,2500,2019-11-25,2019-12-25
6016,cash,2500,2019-04-21,2019-05-21
6017,cash,1100,2018-09-17,2018-10-17
6018,cash,300,2014-12-04,2015-01-03
6019,cash,1900,2017-11-22,2017-12-22
6020,cash,2200,2015-09-29,2015-10-29
6021,cash,1900,2017-10-06,2017-11-05
6022,cash,2100,2015-10-13,2015-11-12
6023,cash,1100,2019-09-01,2019-10-01
6024,cash,2200,2018-12-21,2019-01-20
6025,cash,1200,2012-08-13,2012-09-12
6026,cash,2200,2019-06-10,2019-07-10
6027,cash,2300,2019-06-12,2019-07-12
6028,cash,600,2018-10-28,2018-11-27
6029,cash,1300,2017-05-05,2017-06-04
6030,cash,1700,2017-01-28,2017-02-27
6031,cash,1700,2015-06-07,2015-07-07
6032,cash,700,2019-10-27,2019-11-26
6033,cash,1400,2019-09-21,2019-10-21
6034,cash,2400,2018-10-12,2018-11-11
6035,cash,2300,2018-07-08,2018-08-07
6036,cash,1000,2017-11-17,2017-12-17
6037,cash,400,2019-02-11,2019-03-13
6038,cash,2000,2017-01-26,2017-02-25
6039,cash,1900,2019-09-14,2019-10-14
6040,cash,300,2019-07-19,2019-08-18
6041,cash,500,2016-07-06,2016-08-05
6042,cash,2200,2019-05-09,2019-06-08
6043,cash,2500,2019-10-04,2019-11-03
6044,cash,1900,2017-09-29,2017-10-29
6045,cash,1000,2016-12-02,2017-01-01
6046,cash,1100,2019-07-04,2019-08-03
6047,cash,1500,2015-10-02,2015-11-01
6048,cash,2000,2017-01-21,2017-02-20
6049,cash,300,2016-05-15,2016-06-14
6050,cash,900,2016-08-13,2016-09-12
6051,cash,400,2019-11-27,2019-12-27
6052,cash,800,2019-09-29,2019-10-29
6053,cash,1200,2018-07-21,2018-08-20
6054,cash,1300,2018-01-24,2018-02-23
6055,cash,600,2014-05-09,2014-06-08
6056,cash,2400,2019-08-29,2019-09-28
6057,cash,1500,2018-06-17,2018-07-17
6058,cash,1800,2019-06-14,2019-07-14
6059,cash,400,2018-10-07,2018-11-06
6060,cash,2200,2016-07-24,2016-08-23
6061,cash,1800,2017-10-04,2017-11-03
6062,cash,1100,2012-09-19,2012-10-19
6063,cash,400,2019-09-29,2019-10-29
6064,cash,300,2017-06-29,2017-07-29
6065,cash,1800,2016-02-26,2016-03-27
6066,cash,1400,2018-01-20,2018-02-19
6067,cash,900,2018-04-23,2018-05-23
6068,cash,1400,2017-11-01,2017-12-01
6069,cash,1000,2017-06-24,2017-07-24
6070,cash,600,2019-11-09,2019-12-09
6071,cash,1400,2017-09-05,2017-10-05
6072,cash,1300,2019-11-03,2019-12-03
6073,cash,2000,2019-11-30,2019-12-30
6074,cash,800,2019-10-25,2019-11-24
6075,cash,500,2014-01-29,2014-02-28
6076,cash,2500,2011-05-10,2011-06-09
6077,cash,1900,2018-12-20,2019-01-19
6078,cash,1100,2019-10-16,2019-11-15
6079,cash,1600,2015-12-25,2016-01-24
6080,cash,1800,2016-06-17,2016-07-17
6081,cash,1700,2011-09-15,2011-10-15
6082,cash,1100,2019-11-24,2019-12-24
6083,cash,2500,2017-05-25,2017-06-24
6084,cash,1000,2017-01-15,2017-02-14
6085,cash,2300,2017-12-09,2018-01-08
6086,cash,800,2019-12-26,2020-01-25
6087,cash,400,2015-10-22,2015-11-21
6088,cash,1200,2019-12-27,2020-01-26
6089,cash,600,2019-10-02,2019-11-01
6090,cash,1900,2019-08-22,2019-09-21
6091,cash,2400,2018-07-22,2018-08-21
6092,cash,1300,2017-06-17,2017-07-17
6093,cash,2200,2011-07-03,2011-08-02
6094,cash,1100,2016-11-14,2016-12-14
6095,cash,1900,2017-07-28,2017-08-27
6096,cash,800,2015-03-21,2015-04-20
6097,cash,1900,2011-06-26,2011-07-26
6098,cash,500,2019-01-12,2019-02-11
6099,cash,2300,2016-01-31,2016-03-01
6100,cash,800,2019-01-25,2019-02-24
6101,cash,2500,2019-10-30,2019-11-29
6102,cash,1300,2017-12-31,2018-01-30
6103,cash,1700,2018-08-24,2018-09-23
6104,cash,2200,2019-05-27,2019-06-26
6105,cash,1800,2019-03-21,2019-04-20
6106,cash,1700,2019-03-09,2019-04-08
6107,cash,2000,2019-07-08,2019-08-07
6108,cash,2100,2012-12-10,2013-01-09
6109,cash,2300,2018-06-06,2018-07-06
6110,cash,1000,2015-03-06,2015-04-05
6111,cash,700,2019-04-27,2019-05-27
6112,cash,2400,2018-09-13,2018-10-13
6113,cash,1700,2013-09-09,2013-10-09
6114,cash,1500,2016-05-25,2016-06-24
6115,cash,2300,2019-04-25,2019-05-25
6116,cash,400,2015-08-30,2015-09-29
6117,cash,400,2016-12-22,2017-01-21
6118,cash,2000,2017-07-20,2017-08-19
6119,cash,900,2019-09-19,2019-10-19
6120,cash,1400,2019-04-22,2019-05-22
6121,cash,2100,2018-07-23,2018-08-22
6122,cash,1200,2018-10-24,2018-11-23
6123,cash,1000,2016-12-04,2017-01-03
6124,cash,1700,2019-09-15,2019-10-15
