payment_id,payment_type,payment_amount,payment_date
4637,cash,1900,2013-12-06
4638,cash,1700,2013-08-06
4639,cash,500,2016-12-04
4640,cash,2400,2014-11-28
4641,cash,300,2019-05-05
4642,cash,900,2016-03-07
4643,cash,500,2019-11-26
4644,cash,1200,2019-10-19
4645,cash,1600,2018-09-09
4646,cash,2000,2014-11-11
4647,cash,1200,2016-05-27
4648,cash,1000,2014-08-03
4649,cash,1300,2018-06-08
4650,cash,1900,2019-03-23
4651,cash,1300,2019-04-19
4652,cash,1300,2015-11-15
4653,cash,700,2019-11-20
4654,cash,1200,2014-07-08
4655,cash,1300,2017-04-08
4656,cash,800,2019-03-03
4657,cash,2400,2019-01-28
4658,cash,1800,2015-09-06
4659,cash,700,2018-04-20
4660,cash,900,2018-12-18
4661,cash,1500,2019-10-31
4662,cash,2500,2017-07-10
4663,cash,900,2016-08-10
4664,cash,2100,2019-06-12
4665,cash,1800,2018-01-23
4666,cash,1100,2019-12-09
4667,cash,1200,2011-12-19
4668,cash,1000,2019-09-30
4669,cash,1000,2018-09-12
4670,cash,1400,2014-11-23
4671,cash,400,2018-08-02
4672,cash,600,2019-08-16
4673,cash,500,2017-08-01
4674,cash,800,2019-12-12
4675,cash,1200,2019-06-17
4676,cash,2500,2016-08-28
4677,cash,800,2017-11-23
4678,cash,1300,2017-05-07
4679,cash,1100,2018-02-15
4680,cash,2100,2014-11-08
4681,cash,1300,2011-09-04
4682,cash,800,2018-11-21
4683,cash,500,2012-05-06
4684,cash,2000,2018-11-28
4685,cash,500,2019-07-27
4686,cash,2300,2016-07-10
4687,cash,2400,2019-07-22
4688,cash,1200,2019-12-22
4689,cash,1500,2015-01-25
4690,cash,400,2019-08-21
4691,cash,1900,2017-11-20
4692,cash,1900,2019-11-04
4693,cash,500,2018-07-21
4694,cash,2000,2016-05-15
4695,cash,1100,2019-07-24
4696,cash,2300,2014-09-20
4697,cash,800,2018-09-26
4698,cash,400,2019-04-28
4699,cash,1300,2018-06-23
4700,cash,2000,2019-09-10
4701,cash,1400,2019-11-30
4702,cash,1400,2018-11-07
4703,cash,600,2018-05-08
4704,cash,600,2016-09-30
4705,cash,2500,2019-12-23
4706,cash,2000,2018-10-13
4707,cash,1900,2019-02-16
4708,cash,1900,2019-12-07
4709,cash,1400,2018-03-21
4710,cash,2300,2019-11-25
4711,cash,2300,2018-02-01
4712,cash,500,2018-11-19
4713,cash,300,2017-10-24
4714,cash,1100,2019-08-28
4715,cash,1800,2014-09-17
4716,cash,2000,2018-05-15
4717,cash,800,2019-11-04
4718,cash,1800,2014-09-18
4719,cash,1000,2019-11-05
4720,cash,600,2017-12-12
4721,cash,1800,2019-02-04
4722,cash,1900,2011-09-30
4723,cash,2400,2017-04-27
4724,cash,2300,2019-10-02
4725,cash,700,2016-02-10
4726,cash,1700,2019-11-01
4727,cash,1900,2019-10-27
4728,cash,1100,2014-01-31
4729,cash,1000,2019-04-21
4730,cash,400,2014-11-06
4731,cash,1400,2014-06-08
4732,cash,2400,2018-07-16
4733,cash,1600,2019-08-05
4734,cash,500,2017-01-01
4735,cash,800,2019-07-21
4736,cash,900,2016-03-17
4737,cash,1800,2018-10-26
4738,cash,1500,2015-06-07
4739,cash,300,2016-01-07
4740,cash,1000,2018-03-30
4741,cash,1900,2017-03-16
4742,cash,2000,2017-11-10
4743,cash,2200,2018-05-27
4744,cash,300,2017-01-25
4745,cash,300,2019-05-13
4746,cash,900,2018-04-29
4747,cash,2200,2017-03-16
4748,cash,600,2017-09-20
4749,cash,2300,2015-01-19
4750,cash,2100,2017-10-02
4751,cash,1900,2019-07-14
4752,cash,700,2014-09-21
4753,cash,700,2014-05-02
4754,cash,600,2019-06-11
4755,cash,900,2018-11-19
4756,cash,1500,2019-10-09
4757,cash,1800,2015-04-11
4758,cash,1700,2016-01-11
4759,cash,1900,2011-07-13
4760,cash,300,2018-06-03
4761,cash,900,2018-06-18
4762,cash,1500,2019-12-19
4763,cash,1500,2018-03-01
4764,cash,2300,2019-02-18
4765,cash,1900,2019-04-17
4766,cash,1700,2016-02-20
4767,cash,2400,2018-06-17
4768,cash,2500,2019-01-19
4769,cash,400,2019-06-30
4770,cash,1300,2019-10-23
4771,cash,1000,2019-09-29
4772,cash,800,2017-03-21
4773,cash,1300,2012-04-28
4774,cash,900,2014-12-25
4775,cash,1100,2014-03-23
4776,cash,800,2010-12-19
4777,cash,2200,2018-07-23
4778,cash,300,2018-08-19
4779,cash,700,2016-07-30
4780,cash,2100,2012-10-12
4781,cash,1100,2013-06-22
4782,cash,500,2012-11-09
4783,cash,800,2019-12-25
4784,cash,2300,2019-08-30
4785,cash,800,2018-01-25
4786,cash,1000,2017-09-14
4787,cash,2500,2019-03-28
4788,cash,300,2019-05-19
4789,cash,1300,2015-12-21
4790,cash,300,2019-02-13
4791,cash,2100,2017-10-24
4792,cash,900,2018-11-22
4793,cash,500,2019-12-08
4794,cash,1200,2017-08-19
4795,cash,800,2019-02-15
4796,cash,500,2019-11-23
4797,cash,800,2012-11-20
4798,cash,2300,2018-07-02
4799,cash,1400,2019-12-06
4800,cash,2000,2019-05-20
4801,cash,700,2014-12-09
4802,cash,1100,2017-01-06
4803,cash,300,2017-01-14
4804,cash,400,2011-03-18
4805,cash,600,2011-08-04
4806,cash,1200,2017-01-24
4807,cash,2500,2015-05-07
4808,cash,1100,2013-04-15
4809,cash,1900,2016-01-19
4810,cash,700,2017-06-12
4811,cash,400,2014-12-15
4812,cash,1500,2019-09-04
4813,cash,400,2012-04-20
4814,cash,2400,2019-12-17
4815,cash,1100,2019-12-23
4816,cash,2100,2014-07-16
4817,cash,500,2017-06-23
4818,cash,1700,2019-07-01
4819,cash,1200,2014-10-12
4820,cash,700,2018-07-22
4821,cash,600,2019-12-05
4822,cash,2100,2018-05-09
4823,cash,1400,2019-10-14
4824,cash,900,2019-01-03
4825,cash,2100,2018-10-30
4826,cash,1100,2019-12-26
4827,cash,400,2017-12-17
4828,cash,1300,2017-02-19
4829,cash,1700,2019-10-27
4830,cash,1000,2017-07-22
4831,cash,1800,2018-08-09
4832,cash,400,2018-09-15
4833,cash,400,2017-03-22
4834,cash,2100,2019-12-18
4835,cash,1700,2018-10-23
4836,cash,700,2012-05-25
4837,cash,600,2019-03-02
4838,cash,1100,2019-07-01
4839,cash,700,2017-05-06
4840,cash,2500,2019-12-14
4841,cash,2500,2017-02-14
4842,cash,2000,2018-10-28
4843,cash,1900,2016-08-27
4844,cash,1400,2019-10-07
4845,cash,900,2017-11-17
4846,cash,1200,2015-10-07
4847,cash,900,2015-09-23
4848,cash,500,2017-10-13
4849,cash,2100,2017-07-08
4850,cash,1000,2018-09-10
4851,cash,400,2015-08-10
4852,cash,2200,2019-01-20
4853,cash,800,2019-06-12
4854,cash,1800,2019-12-08
4855,cash,1100,2014-08-26
4856,cash,2400,2017-10-19
4857,cash,2300,2013-10-19
4858,cash,300,2018-03-24
4859,cash,2400,2014-11-19
4860,cash,1400,2017-09-02
4861,cash,300,2019-03-04
4862,cash,1000,2015-08-02
4863,cash,500,2019-12-11
4864,cash,800,2015-12-24
4865,cash,1300,2017-10-20
4866,cash,300,2018-05-24
4867,cash,400,2012-07-23
4868,cash,1300,2016-04-08
4869,cash,2000,2019-09-06
4870,cash,1500,2010-12-20
4871,cash,1500,2019-04-09
4872,cash,1000,2013-07-10
4873,cash,2400,2015-07-05
4874,cash,1800,2019-09-25
4875,cash,400,2018-11-29
4876,cash,2400,2018-04-11
4877,cash,1000,2014-05-23
4878,cash,1000,2016-12-27
4879,cash,600,2019-06-05
4880,cash,400,2019-12-08
4881,cash,2500,2019-06-11
4882,cash,1600,2019-02-02
4883,cash,1500,2019-11-21
4884,cash,2100,2018-03-16
4885,cash,2100,2019-12-14
4886,cash,2200,2016-07-06
4887,cash,2500,2012-03-15
4888,cash,2300,2017-08-13
4889,cash,800,2018-02-23
4890,cash,2400,2016-12-11
4891,cash,2300,2018-03-22
4892,cash,1400,2019-12-21
4893,cash,1000,2018-02-04
4894,cash,900,2015-04-25
4895,cash,800,2019-08-05
4896,cash,1900,2019-02-20
4897,cash,300,2012-01-28
4898,cash,1100,2018-05-08
4899,cash,2000,2019-07-15
4900,cash,900,2019-02-12
4901,cash,2400,2019-10-12
4902,cash,1100,2018-11-26
4903,cash,2400,2017-04-03
4904,cash,600,2016-09-03
4905,cash,1700,2014-11-15
4906,cash,1200,2015-10-20
4907,cash,1000,2018-05-09
4908,cash,500,2018-09-16
4909,cash,300,2015-08-11
4910,cash,1100,2019-12-11
4911,cash,300,2019-03-15
4912,cash,1800,2019-05-31
4913,cash,1800,2017-10-22
4914,cash,1300,2019-05-15
4915,cash,600,2019-10-25
4916,cash,2100,2017-12-02
4917,cash,1200,2014-09-09
4918,cash,300,2019-07-08
4919,cash,2300,2013-10-20
4920,cash,1000,2013-01-18
4921,cash,800,2017-02-06
4922,cash,500,2016-06-15
4923,cash,2200,2019-07-18
4924,cash,900,2017-05-06
4925,cash,1100,2019-11-22
4926,cash,600,2019-06-05
4927,cash,900,2019-12-30
4928,cash,1500,2015-06-06
4929,cash,2200,2019-04-21
4930,cash,1800,2019-10-04
4931,cash,600,2018-06-04
4932,cash,1700,2019-11-09
4933,cash,400,2019-01-22
4934,cash,900,2019-06-20
4935,cash,1500,2018-06-30
4936,cash,500,2015-04-22
4937,cash,1000,2016-07-11
4938,cash,1700,2018-11-24
4939,cash,800,2017-03-11
4940,cash,2000,2019-12-08
4941,cash,1500,2019-08-13
4942,cash,2100,2016-04-07
4943,cash,400,2018-08-04
4944,cash,900,2018-07-03
4945,cash,800,2017-02-21
4946,cash,900,2019-10-17
4947,cash,1200,2019-01-16
4948,cash,1300,2011-12-19
4949,cash,1800,2019-03-29
4950,cash,2000,2018-09-28
4951,cash,1300,2019-09-20
4952,cash,1000,2016-11-19
4953,cash,800,2012-05-15
4954,cash,1100,2018-09-12
4955,cash,800,2019-10-28
4956,cash,2300,2015-05-17
4957,cash,2100,2018-09-25
4958,cash,1400,2014-09-13
4959,cash,600,2017-05-27
4960,cash,2500,2012-11-06
4961,cash,1300,2014-02-13
4962,cash,1800,2018-04-18
4963,cash,1700,2017-04-02
4964,cash,500,2013-08-31
4965,cash,1700,2016-09-30
4966,cash,2500,2015-08-25
4967,cash,400,2016-09-05
4968,cash,2100,2014-07-18
4969,cash,900,2018-06-11
4970,cash,2500,2019-04-08
4971,cash,300,2016-06-20
4972,cash,1000,2019-05-23
4973,cash,1600,2016-12-19
4974,cash,700,2018-10-26
4975,cash,1000,2017-08-14
4976,cash,1900,2019-05-03
4977,cash,1200,2019-08-28
4978,cash,300,2018-01-14
4979,cash,1700,2016-05-28
4980,cash,2500,2014-12-21
4981,cash,400,2010-12-03
4982,cash,2100,2016-07-19
4983,cash,1000,2013-11-23
4984,cash,1200,2016-03-02
4985,cash,1900,2013-12-12
4986,cash,700,2015-05-09
4987,cash,500,2013-10-31
4988,cash,800,2019-08-07
4989,cash,1800,2018-07-15
4990,cash,2200,2019-08-30
4991,cash,1200,2015-11-10
4992,cash,1900,2019-06-23
4993,cash,1300,2019-10-19
4994,cash,1200,2019-03-16
4995,cash,2300,2019-08-03
4996,cash,2100,2013-12-16
4997,cash,1200,2014-03-08
4998,cash,2300,2012-03-30
4999,cash,1300,2016-12-29
5000,cash,600,2016-06-07
5001,cash,2100,2019-07-22
5002,cash,1800,2017-12-21
5003,cash,400,2013-10-02
5004,cash,1400,2018-06-18
5005,cash,1300,2017-03-22
5006,cash,1100,2013-12-25
5007,cash,600,2018-03-03
5008,cash,1500,2016-07-06
5009,cash,400,2017-03-31
5010,cash,900,2018-08-02
5011,cash,1800,2018-05-02
5012,cash,1300,2014-01-14
5013,cash,700,2015-04-08
5014,cash,1700,2014-10-28
5015,cash,1200,2018-01-11
5016,cash,600,2013-02-07
5017,cash,2100,2016-05-08
5018,cash,2400,2017-10-26
5019,cash,700,2016-03-24
5020,cash,1400,2018-10-05
5021,cash,2200,2014-12-05
5022,cash,500,2019-08-16
5023,cash,2400,2013-04-25
5024,cash,400,2017-12-15
5025,cash,300,2014-10-01
5026,cash,800,2019-11-06
5027,cash,2200,2019-07-30
5028,cash,1300,2019-01-18
5029,cash,2100,2019-04-01
5030,cash,800,2015-05-21
5031,cash,2300,2019-05-05
5032,cash,700,2011-12-29
5033,cash,500,2019-03-23
5034,cash,1200,2015-10-12
5035,cash,800,2014-11-11
5036,cash,400,2019-04-26
5037,cash,2000,2019-10-08
5038,cash,500,2018-12-17
5039,cash,1500,2010-07-10
5040,cash,2500,2017-07-27
5041,cash,800,2018-03-01
5042,cash,1400,2019-04-11
5043,cash,1100,2019-08-16
5044,cash,1600,2019-09-23
5045,cash,900,2019-02-28
5046,cash,700,2018-07-26
5047,cash,2100,2018-12-27
5048,cash,1400,2018-05-05
5049,cash,1500,2015-02-14
5050,cash,2000,2013-08-06
5051,cash,2400,2019-09-27
5052,cash,800,2017-07-25
5053,cash,2400,2018-01-17
5054,cash,2200,2017-09-21
5055,cash,500,2015-08-13
5056,cash,1400,2017-07-28
5057,cash,500,2019-08-20
5058,cash,1100,2011-03-23
5059,cash,700,2015-05-04
5060,cash,600,2018-12-13
5061,cash,900,2018-05-10
5062,cash,900,2017-02-01
5063,cash,1300,2019-10-16
5064,cash,300,2019-05-23
5065,cash,1200,2013-07-20
5066,cash,1000,2016-10-08
5067,cash,2200,2012-05-06
5068,cash,2000,2017-11-01
5069,cash,1800,2018-01-29
5070,cash,1500,2018-01-24
5071,cash,1200,2015-10-13
5072,cash,400,2018-10-21
5073,cash,1600,2019-05-25
5074,cash,500,2013-04-19
5075,cash,1400,2012-06-04
5076,cash,900,2019-11-05
5077,cash,2100,2016-12-10
5078,cash,2300,2018-08-04
5079,cash,2000,2019-12-22
5080,cash,1300,2015-05-29
5081,cash,2500,2015-12-04
5082,cash,900,2017-04-30
5083,cash,400,2019-12-05
5084,cash,600,2015-10-22
5085,cash,1800,2019-05-03
5086,cash,1300,2016-12-04
5087,cash,1800,2019-12-14
5088,cash,500,2016-12-22
5089,cash,1600,2018-06-23
5090,cash,800,2014-02-11
5091,cash,1100,2016-04-29
5092,cash,300,2019-02-22
5093,cash,900,2015-07-06
5094,cash,400,2017-09-08
5095,cash,1000,2019-01-01
5096,cash,2100,2017-02-28
5097,cash,700,2015-09-20
5098,cash,300,2012-04-17
5099,cash,600,2019-10-11
5100,cash,2400,2018-12-17
5101,cash,2500,2016-08-04
5102,cash,2200,2016-06-25
5103,cash,1000,2013-07-13
5104,cash,2200,2016-03-11
5105,cash,1200,2018-12-18
5106,cash,2300,2014-08-19
5107,cash,1000,2012-07-19
5108,cash,500,2011-07-20
5109,cash,900,2018-11-23
5110,cash,1200,2014-02-25
5111,cash,1500,2017-03-30
5112,cash,300,2019-06-08
5113,cash,1300,2017-05-15
5114,cash,800,2018-10-29
5115,cash,2000,2018-04-13
5116,cash,2500,2015-11-08
5117,cash,300,2019-08-24
5118,cash,500,2017-03-15
5119,cash,2400,2016-10-09
5120,cash,800,2015-06-25
5121,cash,500,2019-02-17
5122,cash,2200,2016-09-13
5123,cash,800,2015-08-19
5124,cash,2200,2016-10-13
5125,cash,1000,2019-11-14
5126,cash,500,2018-07-09
5127,cash,1700,2019-07-27
5128,cash,1000,2017-08-05
5129,cash,300,2013-10-19
5130,cash,400,2018-05-08
5131,cash,2100,2018-02-18
5132,cash,900,2019-04-30
5133,cash,500,2016-12-01
5134,cash,400,2017-01-29
5135,cash,700,2013-07-28
5136,cash,1700,2016-04-03
5137,cash,2000,2019-07-22
5138,cash,1200,2019-07-11
5139,cash,700,2015-01-13
5140,cash,2100,2019-02-17
5141,cash,1900,2018-10-31
5142,cash,1100,2017-06-22
5143,cash,2400,2018-11-15
5144,cash,2100,2015-04-27
5145,cash,1600,2016-12-08
5146,cash,1700,2018-01-10
5147,cash,1900,2017-10-27
5148,cash,400,2019-11-29
5149,cash,2500,2016-12-31
5150,cash,1800,2016-09-28
5151,cash,1000,2015-04-12
5152,cash,1600,2019-10-20
5153,cash,1400,2019-07-17
5154,cash,2100,2014-09-24
5155,cash,1700,2019-01-15
5156,cash,500,2012-06-30
5157,cash,400,2017-08-30
5158,cash,1700,2019-06-14
5159,cash,1000,2019-02-23
5160,cash,2400,2019-11-18
5161,cash,2400,2019-10-04
5162,cash,1600,2018-08-06
5163,cash,1700,2018-06-27
5164,cash,1100,2019-12-19
5165,cash,1200,2015-05-03
5166,cash,1600,2019-05-02
5167,cash,2300,2019-12-21
5168,cash,2100,2019-02-06
5169,cash,1300,2016-09-30
5170,cash,2500,2019-11-30
5171,cash,400,2015-03-24
5172,cash,1200,2018-06-08
5173,cash,800,2016-02-24
5174,cash,1600,2018-09-04
5175,cash,2500,2018-01-21
5176,cash,1000,2019-11-20
5177,cash,2100,2019-03-31
5178,cash,2000,2018-10-23
5179,cash,1700,2019-01-30
5180,cash,2000,2018-08-09
5181,cash,800,2015-04-18
5182,cash,1900,2016-03-05
5183,cash,2200,2017-05-31
5184,cash,800,2019-01-11
5185,cash,1800,2017-03-20
5186,cash,600,2019-04-17
5187,cash,600,2019-06-20
5188,cash,1500,2012-09-26
5189,cash,2400,2013-04-12
5190,cash,2300,2018-04-21
5191,cash,700,2017-03-07
5192,cash,2200,2016-03-08
5193,cash,1400,2019-04-02
5194,cash,2300,2019-12-02
5195,cash,700,2012-05-13
5196,cash,700,2013-10-19
5197,cash,2200,2019-12-23
5198,cash,1400,2018-10-29
5199,cash,2000,2019-03-26
5200,cash,2000,2017-10-14
5201,cash,1300,2011-03-03
5202,cash,1300,2018-07-06
5203,cash,2400,2019-05-31
5204,cash,1700,2019-07-27
5205,cash,1300,2016-01-17
5206,cash,1600,2018-05-18
5207,cash,500,2014-10-19
5208,cash,300,2012-10-04
5209,cash,800,2018-04-06
5210,cash,1700,2019-11-05
5211,cash,1300,2019-04-21
5212,cash,1400,2019-12-25
5213,cash,400,2013-11-05
5214,cash,1300,2015-04-28
5215,cash,600,2016-11-24
5216,cash,400,2013-12-22
5217,cash,2200,2018-11-24
5218,cash,700,2018-02-03
5219,cash,1200,2015-06-05
5220,cash,2200,2019-01-10
5221,cash,1800,2019-12-13
5222,cash,2200,2017-08-05
5223,cash,600,2019-03-29
5224,cash,1600,2019-09-05
5225,cash,2000,2017-07-26
5226,cash,600,2017-02-06
5227,cash,800,2014-01-11
5228,cash,2300,2014-03-15
5229,cash,1200,2014-09-24
5230,cash,2400,2017-10-04
5231,cash,2300,2018-03-06
5232,cash,1900,2017-07-11
5233,cash,1200,2018-12-07
5234,cash,1700,2019-03-30
5235,cash,1900,2017-06-28
5236,cash,700,2016-03-30
5237,cash,1600,2019-01-12
5238,cash,500,2019-12-13
5239,cash,1900,2012-12-25
5240,cash,900,2018-01-08
5241,cash,600,2018-09-22
5242,cash,1200,2019-11-27
5243,cash,2100,2017-11-12
5244,cash,2500,2019-07-28
5245,cash,2300,2016-05-02
5246,cash,400,2016-08-10
5247,cash,900,2018-10-23
5248,cash,600,2019-09-10
5249,cash,500,2019-10-15
5250,cash,500,2012-02-03
5251,cash,1700,2015-03-31
5252,cash,900,2019-11-04
5253,cash,1400,2015-05-16
5254,cash,2000,2019-12-30
5255,cash,1100,2015-04-15
5256,cash,1700,2013-10-31
5257,cash,300,2015-12-01
5258,cash,400,2019-03-06
5259,cash,400,2019-09-24
5260,cash,1400,2019-07-29
5261,cash,300,2017-01-04
5262,cash,1500,2018-04-26
5263,cash,700,2019-01-09
5264,cash,2200,2018-03-17
5265,cash,1100,2016-03-12
5266,cash,1400,2018-12-07
5267,cash,1100,2018-03-05
5268,cash,2200,2019-09-11
5269,cash,1900,2017-10-05
5270,cash,300,2019-07-04
5271,cash,1200,2016-03-17
5272,cash,900,2019-10-06
5273,cash,600,2014-07-06
5274,cash,700,2018-01-28
5275,cash,2400,2015-05-27
5276,cash,500,2018-11-20
5277,cash,2000,2015-01-06
5278,cash,1500,2018-10-11
5279,cash,2400,2015-12-27
5280,cash,2100,2017-05-03
5281,cash,1100,2011-12-02
5282,cash,1900,2015-09-15
5283,cash,500,2019-02-25
5284,cash,1000,2019-11-28
5285,cash,1800,2016-11-28
5286,cash,500,2016-11-14
5287,cash,500,2019-12-30
5288,cash,2200,2019-11-08
5289,cash,400,2018-09-07
5290,cash,300,2015-08-23
5291,cash,1200,2017-07-24
5292,cash,1600,2019-10-09
5293,cash,1700,2014-05-04
5294,cash,1400,2016-06-20
5295,cash,1900,2017-01-12
5296,cash,500,2019-10-16
5297,cash,300,2016-06-15
5298,cash,300,2017-05-13
5299,cash,600,2014-07-24
5300,cash,1900,2016-07-21
5301,cash,2000,2015-08-12
5302,cash,1500,2015-01-25
5303,cash,1500,2019-07-25
5304,cash,700,2019-12-18
5305,cash,1600,2019-09-29
5306,cash,2000,2019-07-14
5307,cash,1100,2014-03-18
5308,cash,2300,2019-09-28
5309,cash,800,2019-06-14
5310,cash,2100,2019-03-29
5311,cash,1000,2018-02-16
5312,cash,1800,2019-01-24
5313,cash,2200,2019-08-26
5314,cash,900,2017-06-12
5315,cash,500,2012-11-09
5316,cash,1000,2016-04-02
5317,cash,600,2017-10-09
5318,cash,400,2015-04-17
5319,cash,2200,2018-10-02
5320,cash,2200,2019-09-06
5321,cash,700,2018-02-23
5322,cash,2500,2018-10-26
5323,cash,1700,2015-05-24
5324,cash,400,2014-05-14
5325,cash,1800,2013-11-11
5326,cash,1500,2019-12-23
5327,cash,500,2017-08-12
5328,cash,1200,2017-02-06
5329,cash,400,2019-12-29
5330,cash,1000,2019-06-05
5331,cash,2300,2014-05-27
5332,cash,1400,2018-08-30
5333,cash,500,2018-04-09
5334,cash,2100,2017-09-30
5335,cash,800,2016-10-24
5336,cash,2200,2019-06-29
5337,cash,1200,2013-12-24
5338,cash,1400,2016-08-08
5339,cash,2200,2016-10-06
5340,cash,1300,2015-01-14
5341,cash,700,2019-07-03
5342,cash,1400,2017-07-19
5343,cash,1400,2018-05-31
5344,cash,2400,2019-04-24
5345,cash,1100,2019-10-15
5346,cash,1800,2017-10-04
5347,cash,1400,2018-08-11
5348,cash,1000,2017-08-30
5349,cash,1800,2018-06-27
5350,cash,800,2018-09-11
5351,cash,300,2019-08-14
5352,cash,2000,2019-05-14
5353,cash,1800,2018-07-27
5354,cash,2000,2011-08-25
5355,cash,1400,2017-02-04
5356,cash,1400,2019-05-12
5357,cash,2200,2017-08-26
5358,cash,1700,2015-08-18
5359,cash,1400,2012-08-14
5360,cash,1900,2014-09-07
5361,cash,1600,2017-04-24
5362,cash,500,2018-12-17
5363,cash,2400,2014-01-06
5364,cash,1900,2017-10-04
5365,cash,1600,2019-08-09
5366,cash,600,2016-03-30
5367,cash,1800,2012-09-02
5368,cash,500,2018-06-15
5369,cash,600,2019-02-27
5370,cash,600,2018-01-20
5371,cash,1000,2017-12-08
5372,cash,2100,2013-08-08
5373,cash,2300,2019-10-16
5374,cash,400,2013-05-17
5375,cash,1200,2019-06-02
5376,cash,1600,2017-11-14
5377,cash,2300,2018-11-15
5378,cash,2100,2018-03-21
5379,cash,2500,2015-03-10
5380,cash,1900,2015-12-29
5381,cash,1300,2014-01-01
5382,cash,400,2019-02-10
5383,cash,1200,2018-03-21
5384,cash,2300,2019-05-25
5385,cash,800,2019-07-07
5386,cash,2500,2012-12-02
5387,cash,2300,2014-09-26
5388,cash,2300,2019-12-24
5389,cash,1200,2019-07-31
5390,cash,2300,2016-12-13
5391,cash,900,2015-11-13
5392,cash,400,2013-11-10
5393,cash,2500,2017-12-16
5394,cash,2000,2017-07-24
5395,cash,1800,2019-12-23
5396,cash,1100,2017-03-23
5397,cash,1500,2019-07-11
5398,cash,1700,2017-06-29
5399,cash,2200,2019-09-02
5400,cash,500,2017-08-22
5401,cash,700,2019-02-23
5402,cash,2500,2019-08-30
5403,cash,600,2019-08-12
5404,cash,2200,2019-06-12
5405,cash,1100,2019-09-05
5406,cash,2100,2013-08-12
5407,cash,1700,2019-01-06
5408,cash,1000,2018-03-29
5409,cash,2200,2015-04-20
5410,cash,600,2019-10-05
5411,cash,1600,2019-12-19
5412,cash,1500,2019-07-16
5413,cash,1500,2015-04-18
5414,cash,2400,2017-11-12
5415,cash,600,2016-04-04
5416,cash,700,2013-09-27
5417,cash,700,2017-02-11
5418,cash,900,2016-12-12
5419,cash,300,2019-12-09
5420,cash,400,2016-05-25
5421,cash,1800,2019-08-30
5422,cash,2000,2018-09-19
5423,cash,1200,2017-06-24
5424,cash,1100,2013-09-13
5425,cash,1500,2019-04-08
5426,cash,1600,2010-02-12
5427,cash,1400,2016-04-22
5428,cash,2100,2019-04-14
5429,cash,1500,2012-04-26
5430,cash,500,2019-05-08
5431,cash,1500,2016-10-28
5432,cash,1600,2019-03-08
5433,cash,1700,2019-05-15
5434,cash,1700,2019-10-14
5435,cash,2000,2019-06-15
5436,cash,1900,2019-03-10
5437,cash,1100,2017-10-26
5438,cash,1500,2018-02-04
5439,cash,500,2017-09-03
5440,cash,1000,2019-06-13
5441,cash,2500,2018-03-11
5442,cash,1200,2018-09-22
5443,cash,2000,2016-06-05
5444,cash,1400,2014-06-11
5445,cash,2200,2018-04-27
5446,cash,1100,2019-09-07
5447,cash,700,2015-06-09
5448,cash,1000,2015-11-08
5449,cash,1000,2018-06-03
5450,cash,1700,2015-09-25
5451,cash,1500,2019-07-10
5452,cash,2100,2019-06-18
5453,cash,2300,2015-10-25
5454,cash,1400,2019-07-02
5455,cash,1200,2019-11-14
5456,cash,1300,2016-06-29
5457,cash,400,2018-09-23
5458,cash,1500,2013-07-01
5459,cash,1300,2019-09-14
5460,cash,1600,2018-05-01
5461,cash,2300,2014-08-15
5462,cash,600,2015-08-01
5463,cash,1900,2019-12-01
5464,cash,600,2015-01-01
5465,cash,2500,2017-04-14
5466,cash,1800,2019-09-04
5467,cash,1300,2015-04-18
5468,cash,400,2018-04-12
5469,cash,1400,2018-11-27
5470,cash,400,2018-07-22
5471,cash,2400,2019-11-24
5472,cash,1700,2012-06-30
5473,cash,2300,2018-07-30
5474,cash,400,2019-09-24
5475,cash,1300,2014-09-26
5476,cash,1400,2018-08-19
5477,cash,700,2015-10-09
5478,cash,2100,2019-08-25
5479,cash,400,2016-12-17
5480,cash,900,2017-04-04
5481,cash,600,2013-09-15
5482,cash,1500,2017-07-23
5483,cash,2500,2019-04-09
5484,cash,500,2019-10-19
5485,cash,1000,2018-04-13
5486,cash,1600,2015-08-07
5487,cash,800,2019-12-29
5488,cash,900,2017-12-06
5489,cash,600,2016-11-03
5490,cash,1000,2014-05-13
5491,cash,2300,2016-02-09
5492,cash,900,2019-07-18
5493,cash,700,2018-04-16
5494,cash,500,2014-08-24
5495,cash,2100,2018-08-23
5496,cash,1000,2017-04-23
5497,cash,700,2019-12-29
5498,cash,1500,2018-04-02
5499,cash,1000,2016-07-14
5500,cash,500,2017-10-15
5501,cash,2100,2019-09-22
5502,cash,2200,2019-04-05
5503,cash,500,2010-07-04
5504,cash,600,2018-06-06
5505,cash,1300,2019-12-26
5506,cash,500,2017-04-06
5507,cash,1400,2018-03-17
5508,cash,1400,2016-03-04
5509,cash,1200,2018-03-19
5510,cash,2100,2018-05-11
5511,cash,1200,2016-02-06
5512,cash,1000,2019-07-21
5513,cash,2000,2019-10-02
5514,cash,800,2018-04-14
5515,cash,400,2019-02-16
5516,cash,400,2014-06-02
5517,cash,1100,2018-10-24
5518,cash,1000,2013-06-12
5519,cash,2200,2016-07-16
5520,cash,900,2014-04-16
5521,cash,1000,2019-02-14
5522,cash,2400,2018-03-29
5523,cash,1900,2019-06-02
5524,cash,500,2019-10-19
5525,cash,500,2019-03-11
5526,cash,2500,2017-11-08
5527,cash,2000,2014-02-21
5528,cash,2200,2019-12-27
